Warning: {
	Model use is disabled for problem with categorical variables.
} 
Warning: {
	Default anisotropic mesh is disabled with categorical and binary variables.
} 

MADS run {

	BBE	(	SOL	)	OBJ

	8043	(	2 0 4067.7200489601 2 5932.2799501743 )	53.7876162586 (ExtendedPoll#65)
	8051	(	2 0 4067.7200493934 2 5932.2799500040 )	53.7876162561 (ExtendedPoll#65)
	8054	(	2 0 4067.7200493924 2 5932.2799504696 )	53.7876162519 (ExtendedPoll#65)
	8061	(	2 0 4067.7200493199 2 5932.2799505607 )	53.7876162518 (ExtendedPoll#65)
	8062	(	2 0 4067.7200491022 2 5932.2799508337 )	53.7876162513 (ExtendedPoll#65)
	8073	(	2 0 4067.7200491111 2 5932.2799508739 )	53.7876162509 (ExtendedPoll#65)
	8080	(	2 0 4664.5898009415 2 5335.4101941914 )	54.6460175679 (ExtendedPoll#66)
	8081	(	2 0 3658.3592110666 2 6341.6407840663 )	54.3665216810 (ExtendedPoll#66)
	8125	(	2 0 3658.3592086607 2 6341.6407911178 )	54.3665216529 (ExtendedPoll#66)
	8127	(	2 0 3658.3592231902 2 6341.6407758540 )	54.3665216198 (ExtendedPoll#66)
	8128	(	2 0 3658.3592667787 2 6341.6407300627 )	54.3665215205 (ExtendedPoll#66)
	8129	(	2 0 3658.3594411326 2 6341.6405468973 )	54.3665211233 (ExtendedPoll#66)
	8130	(	2 0 3658.3601385484 2 6341.6398142359 )	54.3665195344 (ExtendedPoll#66)
	8131	(	2 0 3658.3629282116 2 6341.6368835902 )	54.3665131789 (ExtendedPoll#66)
	8132	(	2 0 3658.3740868643 2 6341.6251610074 )	54.3664877574 (ExtendedPoll#66)
	8133	(	2 0 3658.4187214749 2 6341.5782706765 )	54.3663860796 (ExtendedPoll#66)
	8134	(	2 0 3658.5972599177 2 6341.3907093526 )	54.3659794991 (ExtendedPoll#66)
	8135	(	2 0 3659.3114136885 2 6340.6404640569 )	54.3643552693 (ExtendedPoll#66)
	8136	(	2 0 3662.1680287720 2 6337.6394828742 )	54.3578918193 (ExtendedPoll#66)
	8137	(	2 0 3673.5944891057 2 6325.6355581437 )	54.3325733144 (ExtendedPoll#66)
	8138	(	2 0 3719.3003304408 2 6277.6198592213 )	54.2398493355 (ExtendedPoll#66)
	8139	(	2 0 3902.1236957812 2 6085.5570635318 )	54.0045822968 (ExtendedPoll#66)
	8141	(	2 0 3902.2168451994 2 6085.4781750776 )	54.0043572353 (ExtendedPoll#66)
	8142	(	2 0 3902.4962934540 2 6085.2415097151 )	54.0036823026 (ExtendedPoll#66)
	8143	(	2 0 3903.6140864724 2 6084.2948482648 )	54.0009863502 (ExtendedPoll#66)
	8144	(	2 0 3908.0852585462 2 6080.5082024636 )	53.9902629755 (ExtendedPoll#66)
	8145	(	2 0 3925.9699468413 2 6065.3616192587 )	53.9483351232 (ExtendedPoll#66)
	8146	(	2 0 3929.8118238900 2 6064.6724015289 )	53.9176744624 (ExtendedPoll#66)
	8149	(	2 0 3933.6400530629 2 6065.4639783275 )	53.8745546326 (ExtendedPoll#66)
	8152	(	2 0 3935.2163827223 2 6064.3107328191 )	53.8694071337 (ExtendedPoll#66)
	8158	(	2 0 3934.4145700168 2 6065.4354030875 )	53.8674407841 (ExtendedPoll#66)
	8164	(	2 0 3934.3391268516 2 6065.5313647145 )	53.8673400617 (ExtendedPoll#66)
	8165	(	2 0 3934.1127973559 2 6065.8192495955 )	53.8670381792 (ExtendedPoll#66)
	8175	(	2 0 3934.1264743868 2 6065.8465307696 )	53.8666759354 (ExtendedPoll#66)
	8177	(	2 0 3934.1212739663 2 6065.8766020781 )	53.8664692539 (ExtendedPoll#66)
	8187	(	2 0 3934.1202740309 2 6065.8782263033 )	53.8664649210 (ExtendedPoll#66)
	8191	(	2 0 3934.1223533865 2 6065.8765080955 )	53.8664598006 (ExtendedPoll#66)
	8192	(	2 0 3934.1285914536 2 6065.8713534722 )	53.8664444397 (ExtendedPoll#66)
	8196	(	2 0 3934.1299504561 2 6065.8700151548 )	53.8664429271 (ExtendedPoll#66)
	8210	(	2 0 3934.1299636052 2 6065.8700081445 )	53.8664428619 (ExtendedPoll#66)
	8211	(	2 0 3934.1300030527 2 6065.8699871137 )	53.8664426663 (ExtendedPoll#66)
	8216	(	2 0 3934.1300169838 2 6065.8699818250 )	53.8664425790 (ExtendedPoll#66)
	8222	(	2 0 3934.1300195727 2 6065.8699791463 )	53.8664425772 (ExtendedPoll#66)
	8223	(	2 0 3934.1300273392 2 6065.8699711101 )	53.8664425718 (ExtendedPoll#66)
	8224	(	2 0 3934.1300584054 2 6065.8699389652 )	53.8664425505 (ExtendedPoll#66)
	8225	(	2 0 3934.1301826702 2 6065.8698103857 )	53.8664424650 (ExtendedPoll#66)
	8226	(	2 0 3934.1306797292 2 6065.8692960676 )	53.8664421232 (ExtendedPoll#66)
	8227	(	2 0 3934.1326679655 2 6065.8672387954 )	53.8664407559 (ExtendedPoll#66)
	8228	(	2 0 3934.1406209105 2 6065.8590097066 )	53.8664352870 (ExtendedPoll#66)
	8229	(	2 0 3934.1724326905 2 6065.8260933514 )	53.8664134151 (ExtendedPoll#66)
	8230	(	2 0 3934.2996798107 2 6065.6944279307 )	53.8663259908 (ExtendedPoll#66)
	8231	(	2 0 3934.8086682912 2 6065.1677662475 )	53.8659772994 (ExtendedPoll#66)
	8232	(	2 0 3936.8446222133 2 6063.0611195148 )	53.8645986296 (ExtendedPoll#66)
	8233	(	2 0 3944.9884379019 2 6054.6345325840 )	53.8593413213 (ExtendedPoll#66)
	8234	(	2 0 3977.5637006562 2 6020.9281848608 )	53.8424195173 (ExtendedPoll#66)
	8235	(	2 0 4107.8647516735 2 5886.1027939679 )	53.8397272797 (ExtendedPoll#66)
	8238	(	2 0 4107.9148966216 2 5886.1375900537 )	53.8389476963 (ExtendedPoll#66)
	8239	(	2 0 4108.0653314659 2 5886.2419783111 )	53.8366089797 (ExtendedPoll#66)
	8240	(	2 0 4108.6670708432 2 5886.6595313405 )	53.8272546148 (ExtendedPoll#66)
	8241	(	2 0 4111.0740283523 2 5888.3297434584 )	53.7898451866 (ExtendedPoll#66)
	8242	(	2 0 4110.6415612866 2 5889.2053399927 )	53.7857457298 (ExtendedPoll#66)
	8247	(	2 0 4110.3275535183 2 5889.5792704659 )	53.7851798069 (ExtendedPoll#66)
	8255	(	2 0 4110.3514722870 2 5889.6354230117 )	53.7844442616 (ExtendedPoll#66)
	8257	(	2 0 4110.3094657512 2 5889.6797036381 )	53.7844214421 (ExtendedPoll#66)
	8258	(	2 0 4110.1834461437 2 5889.8125455175 )	53.7843530488 (ExtendedPoll#66)
	8267	(	2 0 4110.1987859472 2 5889.7973681491 )	53.7843522353 (ExtendedPoll#66)
	8268	(	2 0 4110.2448053575 2 5889.7518360439 )	53.7843498028 (ExtendedPoll#66)
	8269	(	2 0 4110.4288829988 2 5889.5697076232 )	53.7843401922 (ExtendedPoll#66)
	8276	(	2 0 4110.4212701576 2 5889.5773535241 )	53.7843395401 (ExtendedPoll#66)
	8277	(	2 0 4110.3984316340 2 5889.6002912268 )	53.7843375858 (ExtendedPoll#66)
	8278	(	2 0 4110.3070775395 2 5889.6920420376 )	53.7843297986 (ExtendedPoll#66)
	8291	(	2 0 4110.3073348959 2 5889.6924434618 )	53.7843237498 (ExtendedPoll#66)
	8296	(	2 0 4110.3074006879 2 5889.6925428714 )	53.7843222330 (ExtendedPoll#66)
	8298	(	2 0 4110.3073219352 2 5889.6926323636 )	53.7843221306 (ExtendedPoll#66)
	8299	(	2 0 4110.3070856770 2 5889.6929008404 )	53.7843218236 (ExtendedPoll#66)
	8307	(	2 0 4110.3070782245 2 5889.6929137441 )	53.7843217731 (ExtendedPoll#66)
	8312	(	2 0 4110.3070784835 2 5889.6929211901 )	53.7843217023 (ExtendedPoll#66)
	8322	(	2 0 4110.3070782010 2 5889.6929215603 )	53.7843217014 (ExtendedPoll#66)
	8326	(	2 0 4110.3070784332 2 5889.6929215433 )	53.7843216995 (ExtendedPoll#66)
	8333	(	2 0 4110.3070784211 2 5889.6929215697 )	53.7843216993 (ExtendedPoll#66)
	8337	(	3 0 3209.7896175644 2 3041.1231297861 1 3749.0872500424 )	46.5944602659
	8345	(	2 0 4720.4915015090 2 5223.6067964464 )	55.4583179990 (ExtendedPoll#67)
	8347	(	2 0 4385.0813048840 2 5559.0169930714 )	54.5837536455 (ExtendedPoll#67)
	8352	(	2 0 4580.7372529152 2 5419.2627444776 )	54.4134065463 (ExtendedPoll#67)
	8360	(	2 0 4558.0271875187 2 5440.6626137936 )	54.3705316119 (ExtendedPoll#67)
	8361	(	2 0 4489.8969913293 2 5504.8622217413 )	54.2562699395 (ExtendedPoll#67)
	8362	(	2 0 4217.3762065715 2 5761.6606535323 )	54.0237236224 (ExtendedPoll#67)
	8372	(	2 0 4224.1455529878 2 5775.7452613984 )	53.8272825836 (ExtendedPoll#67)
	8381	(	2 0 4224.0014506112 2 5775.9423292618 )	53.8266734099 (ExtendedPoll#67)
	8383	(	2 0 4224.5165513001 2 5775.4823531964 )	53.8264974549 (ExtendedPoll#67)
	8396	(	2 0 4224.5193698410 2 5775.4797826488 )	53.8264970122 (ExtendedPoll#67)
	8397	(	2 0 4224.5278254637 2 5775.4720710060 )	53.8264956843 (ExtendedPoll#67)
	8413	(	2 0 4224.5278620041 2 5775.4721180965 )	53.8264949041 (ExtendedPoll#67)
	8416	(	2 0 4224.5278401629 2 5775.4721383731 )	53.8264949041 (ExtendedPoll#67)
	8417	(	2 0 4224.5277746392 2 5775.4721992028 )	53.8264949041 (ExtendedPoll#67)
	8418	(	2 0 4224.5275125446 2 5775.4724425218 )	53.8264949040 (ExtendedPoll#67)
	8419	(	2 0 4224.5264641662 2 5775.4734157976 )	53.8264949035 (ExtendedPoll#67)
	8420	(	2 0 4224.5222706526 2 5775.4773089008 )	53.8264949018 (ExtendedPoll#67)
	8421	(	2 0 4224.5054965982 2 5775.4928813139 )	53.8264948957 (ExtendedPoll#67)
	8422	(	2 0 4224.4384003804 2 5775.5551709661 )	53.8264948856 (ExtendedPoll#67)
	8424	(	2 0 4224.4377205871 2 5775.5589246019 )	53.8264648146 (ExtendedPoll#67)
	8427	(	2 0 4224.4354746818 2 5775.5620080759 )	53.8264551993 (ExtendedPoll#67)
	8428	(	2 0 4224.4287369659 2 5775.5712584979 )	53.8264263535 (ExtendedPoll#67)
	8449	(	2 0 4224.4287371566 2 5775.5712603508 )	53.8264263340 (ExtendedPoll#67)
	8451	(	2 0 4224.4287369462 2 5775.5712622015 )	53.8264263180 (ExtendedPoll#67)
	8453	(	2 0 4224.4287384895 2 5775.5712611586 )	53.8264263143 (ExtendedPoll#67)
	8461	(	2 0 4224.4287387223 2 5775.5712611587 )	53.8264263122 (ExtendedPoll#67)
	8464	(	2 0 4224.4287389206 2 5775.5712610366 )	53.8264263116 (ExtendedPoll#67)
	8469	(	2 0 4224.4287388106 2 5775.5712611591 )	53.8264263114 (ExtendedPoll#67)
	8475	(	2 0 4224.4287388393 2 5775.5712611545 )	53.8264263112 (ExtendedPoll#67)
	8483	(	2 0 4748.4423512277 2 5251.5576461652 )	54.9123289774 (ExtendedPoll#68)
	8484	(	2 0 3993.7694088215 2 6006.2305885713 )	53.8183150359 (ExtendedPoll#68)
	8529	(	2 0 3993.7694094976 2 6006.2305892118 )	53.8183150239 (ExtendedPoll#68)
	8530	(	2 0 3993.7694111450 2 6006.2305883426 )	53.8183150161 (ExtendedPoll#68)
	8541	(	2 0 3993.7694114742 2 6006.2305883502 )	53.8183150129 (ExtendedPoll#68)
	8543	(	2 0 3993.7694113839 2 6006.2305885648 )	53.8183150119 (ExtendedPoll#68)
	8548	(	2 0 3993.7694115223 2 6006.2305884756 )	53.8183150114 (ExtendedPoll#68)
	8556	(	3 0 3209.7895991439 2 3041.1231230634 1 3749.0872724849 )	46.5944602388
	8557	(	3 0 3209.7895438823 2 3041.1231028951 1 3749.0873398125 )	46.5944601576
	8558	(	3 0 3209.7893228358 2 3041.1230222222 1 3749.0876091228 )	46.5944598326
	8559	(	3 0 3209.7884386500 2 3041.1226995306 1 3749.0886863640 )	46.5944585328
	8560	(	3 0 3209.7849019068 2 3041.1214087641 1 3749.0929953290 )	46.5944533336
	8561	(	3 0 3209.7707549341 2 3041.1162456982 1 3749.1102311888 )	46.5944325369
	8562	(	3 0 3209.7141670434 2 3041.0955934346 1 3749.1791746282 )	46.5943493545
	8563	(	3 0 3209.4878154802 2 3041.0129843799 1 3749.4549483857 )	46.5940166899
	8564	(	3 0 3208.5824092276 2 3040.6825481613 1 3750.5580434156 )	46.5926870780
	8565	(	3 0 3204.9607842173 2 3039.3608032869 1 3754.9704235351 )	46.5873853782
	8566	(	3 0 3190.4742841761 2 3034.0738237895 1 3772.6199440134 )	46.5664471002
	8567	(	3 0 3132.5282840110 2 3012.9259057995 1 3843.2180259264 )	46.4870256328
	8568	(	3 0 2900.7442833508 2 2928.3342338397 1 4125.6103535787 )	46.2408879908
	8570	(	3 0 2900.7614274922 2 2928.3321612234 1 4125.8538859951 )	46.2381909255
	8571	(	3 0 2900.8128599165 2 2928.3259433745 1 4126.5844832443 )	46.2301005176
	8572	(	3 0 2901.0185896137 2 2928.3010719787 1 4129.5068722413 )	46.1977507173
	8573	(	3 0 2901.8415084025 2 2928.2015863959 1 4141.1964282293 )	46.0685414984
	8574	(	3 0 2900.9072090155 2 2929.0263074597 1 4144.8990220964 )	46.0294803754
	8575	(	3 0 2898.1043108544 2 2931.5004706513 1 4156.0068036976 )	45.9126009127
	8576	(	3 0 2893.3059337557 2 2930.6699823072 1 4170.8633174072 )	45.8058560157
	8577	(	3 0 2906.2246413292 2 2906.6780968135 1 4186.3657664955 )	45.7664430594
	8584	(	3 0 2885.1856032809 2 2904.8325671601 1 4209.2503341972 )	45.7234233185
	8585	(	3 0 2822.0684891358 2 2899.2959782000 1 4277.9040373024 )	45.6027586237
	8586	(	3 0 2569.6000325554 2 2877.1496223596 1 4552.5188497232 )	45.2497134209
	8603	(	3 0 2569.6580658121 2 2876.7761909688 1 4553.4192663392 )	45.2437144482
	8604	(	3 0 2570.2146083482 2 2875.2291180641 1 4554.4732367897 )	45.2420565509
	8618	(	3 0 2570.1792950214 2 2875.1673676151 1 4554.5724351350 )	45.2419430091
	8619	(	3 0 2570.0733550410 2 2874.9821162682 1 4554.8700301708 )	45.2416024126
	8620	(	3 0 2569.6495951193 2 2874.2411108805 1 4556.0604103143 )	45.2402404599
	8627	(	3 0 2569.2779660036 2 2874.5306463677 1 4556.1885520705 )	45.2397502250
	8644	(	3 0 2569.2890178965 2 2874.5245089523 1 4556.1847035137 )	45.2397436100
	8655	(	3 0 2569.2838215385 2 2874.5258438228 1 4556.1885598972 )	45.2397403650
	8656	(	3 0 2569.2682324643 2 2874.5298484341 1 4556.2001290477 )	45.2397306308
	8657	(	3 0 2569.2058761675 2 2874.5458668797 1 4556.2464056497 )	45.2396917036
	8658	(	3 0 2568.9564509805 2 2874.6099406618 1 4556.4315120578 )	45.2395361495
	8659	(	3 0 2567.9587502324 2 2874.8662357905 1 4557.1719376902 )	45.2389164047
	8660	(	3 0 2563.9679472400 2 2875.8914163050 1 4560.1336402198 )	45.2364769895
	8661	(	3 0 2548.0047352705 2 2879.9921383632 1 4571.9804503382 )	45.2273531705
	8662	(	3 0 2484.1518873922 2 2896.3950265960 1 4619.3676908119 )	45.2010503608
	8674	(	3 0 2484.0736686549 2 2896.3896310350 1 4619.4612514156 )	45.2009055791
	8675	(	3 0 2483.8390124432 2 2896.3734443522 1 4619.7419332265 )	45.2004713862
	8688	(	3 0 2483.8404577833 2 2896.3642671817 1 4619.7710023038 )	45.2002598293
	8695	(	3 0 2483.8253676018 2 2896.3813588741 1 4619.7912874024 )	45.2000581939
	8711	(	3 0 2483.8253703113 2 2896.3815984832 1 4619.7922104815 )	45.2000473949
	8713	(	3 0 2483.8245414630 2 2896.3833077377 1 4619.7920389071 )	45.2000420407
	8716	(	3 0 2483.8258603227 2 2896.3779360857 1 4619.7956529999 )	45.2000411600
	8717	(	3 0 2483.8298169016 2 2896.3618211298 1 4619.8064952782 )	45.2000385180
	8718	(	3 0 2483.8456432174 2 2896.2973613061 1 4619.8498643917 )	45.2000279546
	8719	(	3 0 2483.9089484806 2 2896.0395220115 1 4620.0233408456 )	45.1999857711
	8720	(	3 0 2484.1621695335 2 2895.0081648328 1 4620.7172466613 )	45.1998181601
	8721	(	3 0 2485.1750537449 2 2890.8827361181 1 4623.4928699239 )	45.1991656831
	8722	(	3 0 2489.2265905905 2 2874.3810212593 1 4634.5953629742 )	45.1968429324
	8723	(	3 0 2505.4327379729 2 2808.3741618241 1 4679.0053351755 )	45.1921264676
	8726	(	3 0 2505.3685769810 2 2808.4952747076 1 4679.9720755135 )	45.1823799799
	8727	(	3 0 2505.1760940054 2 2808.8586133581 1 4682.8722965274 )	45.1531602599
	8728	(	3 0 2503.1517786669 2 2810.5022882056 1 4685.7790057314 )	45.1291493448
	8737	(	3 0 2502.1929683392 2 2809.7986800253 1 4687.3275204562 )	45.1288718569
	8738	(	3 0 2499.3165373560 2 2807.6878554842 1 4691.9730646305 )	45.1280529948
	8739	(	3 0 2487.8108134233 2 2799.2445573201 1 4710.5552413278 )	45.1249818571
	8740	(	3 0 2441.7879176925 2 2765.4713646635 1 4784.8839481171 )	45.1159841138
	8743	(	3 0 2462.0887438795 2 2743.6941147538 1 4794.1115963840 )	45.0330234211
	8759	(	3 0 2462.3136002207 2 2743.6052851221 1 4794.0775784423 )	45.0321070688
	8775	(	3 0 2462.3185474349 2 2743.6003098574 1 4794.0805750106 )	45.0320771528
	8785	(	3 0 2462.3197386852 2 2743.5989064226 1 4794.0810742815 )	45.0320738114
	8792	(	3 0 2462.3211643858 2 2743.5976465736 1 4794.0809396072 )	45.0320731778
	8793	(	3 0 2462.3254414876 2 2743.5938670266 1 4794.0805355845 )	45.0320712769
	8811	(	3 0 2462.3255079460 2 2743.5937832827 1 4794.0805883207 )	45.0320709008
	8812	(	3 0 2462.3257073210 2 2743.5935320511 1 4794.0807465293 )	45.0320697728
	8825	(	3 0 2462.3257104845 2 2743.5935091129 1 4794.0807652912 )	45.0320697624
	8826	(	3 0 2462.3257199749 2 2743.5934402983 1 4794.0808215770 )	45.0320697313
	8827	(	3 0 2462.3257579368 2 2743.5931650398 1 4794.0810467200 )	45.0320696068
	8828	(	3 0 2462.3259097844 2 2743.5920640060 1 4794.0819472921 )	45.0320691088
	8829	(	3 0 2462.3265171749 2 2743.5876598710 1 4794.0855495803 )	45.0320671166
	8830	(	3 0 2462.3289467365 2 2743.5700433307 1 4794.0999587333 )	45.0320591485
	8831	(	3 0 2462.3386649831 2 2743.4995771695 1 4794.1575953453 )	45.0320272796
	8832	(	3 0 2462.3775379695 2 2743.2177125248 1 4794.3881417933 )	45.0318998663
	8833	(	3 0 2462.5330299152 2 2742.0902539461 1 4795.3103275852 )	45.0313912035
	8834	(	3 0 2463.1549976977 2 2737.5804196312 1 4798.9990707529 )	45.0293724005
	8835	(	3 0 2465.6428688278 2 2719.5410823714 1 4813.7540434236 )	45.0215504519
	8836	(	3 0 2475.5943533484 2 2647.3837333325 1 4872.7739341066 )	44.9942951687
	8837	(	3 0 2515.4002914308 2 2358.7543371766 1 5108.8534968384 )	44.9485005040
	8839	(	3 0 2515.2855315668 2 2358.6893426326 1 5109.0589561943 )	44.9480836817
	8840	(	3 0 2514.9412519750 2 2358.4943590004 1 5109.6753342622 )	44.9468335445
	8841	(	3 0 2513.5641336077 2 2357.7144244716 1 5112.1408465335 )	44.9418379464
	8842	(	3 0 2508.0556601384 2 2354.5946863564 1 5122.0028956186 )	44.9219348254
	8843	(	3 0 2486.0217662612 2 2342.1157338955 1 5161.4510919593 )	44.8435947921
	8844	(	3 0 2483.0458496952 2 2338.7707113988 1 5167.8643075048 )	44.8377804120
	8845	(	3 0 2474.1180999970 2 2328.7356439086 1 5187.1039541411 )	44.8205099552
	8846	(	3 0 2438.4071012044 2 2288.5953739479 1 5264.0625406864 )	44.7540328039
	8847	(	3 0 2295.5631060339 2 2128.0342941051 1 5571.8968868678 )	44.5306991822
	8854	(	3 0 2246.8411231851 2 2159.0391922817 1 5594.0432427082 )	44.4908538729
	8880	(	3 0 2246.8591149590 2 2159.0973578929 1 5594.0389538567 )	44.4902351182
	8889	(	3 0 2246.8486392353 2 2159.1084209401 1 5594.0397904890 )	44.4902262093
	8902	(	3 0 2246.8540260785 2 2159.1053127856 1 5594.0375595191 )	44.4902251751
	8903	(	3 0 2246.8701866083 2 2159.0959883223 1 5594.0308666095 )	44.4902220731
	8904	(	3 0 2246.9348287276 2 2159.0586904689 1 5594.0040949708 )	44.4902096777
	8905	(	3 0 2247.1933972044 2 2158.9094990553 1 5593.8970084161 )	44.4901602933
	8926	(	3 0 2247.1934312789 2 2158.9093352501 1 5593.8971782696 )	44.4901598382
	8932	(	3 0 2247.1936064494 2 2158.9091736740 1 5593.8971710678 )	44.4901597251
	8933	(	3 0 2247.1941319611 2 2158.9086889458 1 5593.8971494625 )	44.4901593859
	8943	(	3 0 2247.1941525712 2 2158.9086089656 1 5593.8972354233 )	44.4901591006
	8960	(	3 0 2247.1941592110 2 2158.9086060982 1 5593.8972336338 )	44.4901590823
	8968	(	3 0 2247.1941622393 2 2158.9086061446 1 5593.8972314647 )	44.4901590747
	8978	(	3 0 2247.1941629850 2 2158.9086060136 1 5593.8972309224 )	44.4901590742
	8987	(	3 0 2247.1941631028 2 2158.9086062984 1 5593.8972305733 )	44.4901590739
	8997	(	3 0 2247.1941631943 2 2158.9086062904 1 5593.8972305018 )	44.4901590738
	9010	(	3 0 2247.1941631861 2 2158.9086062987 1 5593.8972305106 )	44.4901590737
	9020	(	3 0 2247.1941631897 2 2158.9086062984 1 5593.8972305098 )	44.4901590737
	9026	(	3 0 2247.1941631931 2 2158.9086062979 1 5593.8972305086 )	44.4901590737
	9036	(	3 0 2247.1941631947 2 2158.9086062989 1 5593.8972305060 )	44.4901590737
	9046	(	3 0 2247.1941631950 2 2158.9086062987 1 5593.8972305061 )	44.4901590737
	9055	(	3 0 2247.1941631952 2 2158.9086062985 1 5593.8972305062 )	44.4901590737
	9064	(	3 0 2247.1941631953 2 2158.9086062986 1 5593.8972305060 )	44.4901590737
	9073	(	3 0 2247.1941631953 2 2158.9086062986 1 5593.8972305061 )	44.4901590737
	9090	(	3 0 2247.1941631953 2 2158.9086062986 1 5593.8972305061 )	44.4901590737

} end of run (mesh index limits)

blackbox evaluations                     : 9090
best feasible solution                   : ( 3 0 2247.194163 2 2158.908606 1 5593.897231 ) h=0 f=44.49015907
